trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
369,False,"{'a': 0.5, 'e': 0.8368296381813318}",20,9,-47.360034036093055,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
370,False,"{'a': 0.5, 'e': 0.8359690896713088}",30,13,-5.098428738125487,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
371,False,"{'a': 0.5, 'e': 0.8351064805814998}",20,0,-1.0628662563215796,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
372,False,"{'a': 0.5, 'e': 0.8342418130381498}",25,0,-50.83189307093284,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
373,False,"{'a': 0.5, 'e': 0.8333750891725772}",25,0,-2.9230275887291586,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
374,False,"{'a': 0.5, 'e': 0.8325063111211691}",20,7,-14.601761903339357,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
375,False,"{'a': 0.5, 'e': 0.8316354810253763}",20,12,-27.611425980498908,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
376,False,"{'a': 0.5, 'e': 0.8307626010317075}",30,19,12.548442664990757,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
377,False,"{'a': 0.5, 'e': 0.8298876732917239}",20,15,8.983497056547746,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.5, 'e': 0.8290106999620347}",20,11,3.1030811540405168,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.5, 'e': 0.8281316832042909}",25,0,-63.24823070874793,"{0: 20, 1: 1, 2: 1, 3: 2, 4: 1}",0
380,False,"{'a': 0.5, 'e': 0.8272506251851802}",20,0,2.8178633593572604,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
381,False,"{'a': 0.5, 'e': 0.8263675280764226}",20,6,-6.306511113807405,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
382,False,"{'a': 0.5, 'e': 0.8254823940547633}",25,13,3.59284467926413,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
383,False,"{'a': 0.5, 'e': 0.8245952253019689}",25,12,5.617272641486401,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
384,False,"{'a': 0.5, 'e': 0.8237060240048213}",25,0,-10.238489813445225,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
385,False,"{'a': 0.5, 'e': 0.8228147923551119}",20,0,15.367314463214214,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
386,False,"{'a': 0.5, 'e': 0.8219215325496376}",30,20,8.880842694945802,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
387,False,"{'a': 0.5, 'e': 0.8210262467901939}",30,0,4.703771166366775,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
388,False,"{'a': 0.5, 'e': 0.8201289372835701}",20,10,-47.61994419698623,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 1}",1
389,False,"{'a': 0.5, 'e': 0.8192296062415441}",20,13,12.267793865006531,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.5, 'e': 0.8183282558808763}",30,10,21.261670657416353,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
391,False,"{'a': 0.5, 'e': 0.8174248884233051}",25,2,-1.6068736502405894,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",1
392,False,"{'a': 0.5, 'e': 0.8165195060955401}",20,0,-59.85606027231619,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
393,False,"{'a': 0.5, 'e': 0.8156121111292581}",20,0,-36.180882961359885,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
394,False,"{'a': 0.5, 'e': 0.8147027057610963}",25,2,18.772578610922373,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
395,False,"{'a': 0.5, 'e': 0.8137912922326476}",20,7,-9.66563530937337,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
396,False,"{'a': 0.5, 'e': 0.8128778727904545}",30,4,12.625778584429286,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 0}",1
397,False,"{'a': 0.5, 'e': 0.8119624496860046}",20,0,-7.704277361102863,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
398,False,"{'a': 0.5, 'e': 0.8110450251757234}",20,9,5.0609790839011035,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
399,False,"{'a': 0.5, 'e': 0.8101256015209704}",20,12,-29.427770173848174,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
400,False,"{'a': 0.5, 'e': 0.8092041809880323}",20,12,-25.195703430946185,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
401,False,"{'a': 0.5, 'e': 0.8082807658481183}",25,4,-54.49028219302187,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 1}",1
402,False,"{'a': 0.5, 'e': 0.8073553583773536}",25,0,-108.21499346661658,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 3}",0
403,False,"{'a': 0.5, 'e': 0.8064279608567749}",20,0,-46.01176488247022,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
404,False,"{'a': 0.5, 'e': 0.8054985755723238}",20,4,2.2668819685872235,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
405,False,"{'a': 0.5, 'e': 0.8045672048148417}",20,12,-0.7424699328593811,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
406,False,"{'a': 0.5, 'e': 0.8036338508800637}",30,16,-16.224260887541032,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
407,False,"{'a': 0.5, 'e': 0.8026985160686136}",30,17,8.659601100049425,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
408,False,"{'a': 0.5, 'e': 0.8017612026859976}",25,0,-42.795834009621636,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
409,False,"{'a': 0.5, 'e': 0.8008219130425991}",30,12,15.945340943377698,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
410,False,"{'a': 0.5, 'e': 0.7998806494536725}",20,10,-6.905348205842708,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
411,False,"{'a': 0.5, 'e': 0.7989374142393383}",30,7,5.022905158994358,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
412,False,"{'a': 0.5, 'e': 0.7979922097245761}",30,18,-14.170376006844469,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
413,False,"{'a': 0.5, 'e': 0.7970450382392201}",20,0,-37.82222386364677,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
414,False,"{'a': 0.5, 'e': 0.796095902117953}",30,0,-104.51034843205967,"{0: 25, 1: 0, 2: 2, 3: 0, 4: 3}",0
415,False,"{'a': 0.5, 'e': 0.7951448037002998}",20,0,-33.23869137071671,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
416,False,"{'a': 0.5, 'e': 0.7941917453306225}",30,23,-8.814227652864101,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
417,False,"{'a': 0.5, 'e': 0.7932367293581144}",20,10,-18.241324611116426,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
418,False,"{'a': 0.5, 'e': 0.7922797581367936}",25,5,-87.00369566649094,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",1
419,False,"{'a': 0.5, 'e': 0.7913208340254981}",35,22,8.25128816302207,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
420,False,"{'a': 0.5, 'e': 0.7903599593878795}",20,10,-23.054342259189028,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
421,False,"{'a': 0.5, 'e': 0.7893971365923973}",25,2,-39.70521141445671,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 1}",1
422,False,"{'a': 0.5, 'e': 0.7884323680123125}",25,0,-63.1868679217163,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
423,False,"{'a': 0.5, 'e': 0.7874656560256833}",25,2,1.9265341286883715,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 0}",1
424,False,"{'a': 0.5, 'e': 0.7864970030153571}",20,0,6.581935282343061,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",1
425,False,"{'a': 0.5, 'e': 0.7855264113689664}",20,0,-41.88543886996047,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
426,False,"{'a': 0.5, 'e': 0.784553883478922}",20,8,19.925847552026074,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.5, 'e': 0.7835794217424075}",20,14,-10.080788077131912,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
428,False,"{'a': 0.5, 'e': 0.782603028561373}",20,0,-7.728929992503019,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
429,False,"{'a': 0.5, 'e': 0.7816247063425298}",25,0,15.300688142770866,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
430,False,"{'a': 0.5, 'e': 0.7806444574973435}",25,10,-83.2707022755513,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 2}",1
431,False,"{'a': 0.5, 'e': 0.7796622844420292}",20,5,-39.75592375562213,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
432,False,"{'a': 0.5, 'e': 0.7786781895975449}",20,0,-41.4381094391933,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
433,False,"{'a': 0.5, 'e': 0.7776921753895851}",20,7,-43.235606501275804,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
434,False,"{'a': 0.5, 'e': 0.7767042442485761}",25,12,23.710850009121053,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.5, 'e': 0.7757143986096686}",20,12,10.424479070665315,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.5, 'e': 0.7747226409127327}",20,0,-22.64244683126439,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
437,False,"{'a': 0.5, 'e': 0.7737289736023515}",25,15,18.875888473926256,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.5, 'e': 0.772733399127815}",30,8,11.496713784781793,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
439,False,"{'a': 0.5, 'e': 0.7717359199431143}",20,0,-45.03575658064866,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
440,False,"{'a': 0.5, 'e': 0.7707365385069352}",25,0,-48.754806618020126,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
441,False,"{'a': 0.5, 'e': 0.7697352572826526}",30,19,6.008532563159605,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.5, 'e': 0.768732078738324}",20,0,-68.49286950152978,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
443,False,"{'a': 0.5, 'e': 0.7677270053466839}",20,12,11.972289402304062,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.5, 'e': 0.7667200395851368}",25,12,-2.5560600779721954,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
445,False,"{'a': 0.5, 'e': 0.7657111839357525}",20,7,-10.837601610190745,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
446,False,"{'a': 0.5, 'e': 0.7647004408852586}",20,5,-63.35290642285657,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 1}",1
447,False,"{'a': 0.5, 'e': 0.763687812925035}",30,10,6.1005881168782565,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
448,False,"{'a': 0.5, 'e': 0.7626733025511081}",25,17,0.015730900413410964,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.5, 'e': 0.7616569122641439}",20,0,-26.57836137012209,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
450,False,"{'a': 0.5, 'e': 0.7606386445694422}",25,19,11.065756759308659,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.5, 'e': 0.7596185019769307}",20,3,-23.97185708406407,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 0}",1
452,False,"{'a': 0.5, 'e': 0.7585964870011581}",25,0,-37.926538851303064,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
453,False,"{'a': 0.5, 'e': 0.7575726021612891}",30,5,-14.150561837190555,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",1
454,False,"{'a': 0.5, 'e': 0.7565468499810963}",25,17,-28.45272108641141,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
455,False,"{'a': 0.5, 'e': 0.7555192329889562}",20,0,-29.73990432056893,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
456,False,"{'a': 0.5, 'e': 0.7544897537178412}",25,0,0.10535367596968093,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
457,False,"{'a': 0.5, 'e': 0.7534584147053143}",25,11,-28.55521989289578,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
458,False,"{'a': 0.5, 'e': 0.7524252184935224}",25,4,-12.641018497722628,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 1}",1
459,False,"{'a': 0.5, 'e': 0.7513901676291905}",30,17,25.22663120562484,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.5, 'e': 0.7503532646636147}",20,11,-18.583860661577617,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
461,False,"{'a': 0.5, 'e': 0.7493145121526569}",30,18,-32.464856061920514,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
462,False,"{'a': 0.5, 'e': 0.7482739126567374}",30,19,-40.979905185913665,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 1}",1
463,False,"{'a': 0.5, 'e': 0.7472314687408295}",35,12,-6.250811934622536,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 0}",1
464,False,"{'a': 0.5, 'e': 0.7461871829744525}",35,0,-28.372647691655573,"{0: 30, 1: 1, 2: 3, 3: 0, 4: 1}",0
465,False,"{'a': 0.5, 'e': 0.7451410579316661}",25,11,28.851277558781746,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.5, 'e': 0.7440930961910632}",25,0,-21.46241309986989,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
467,False,"{'a': 0.5, 'e': 0.7430433003357643}",20,0,-9.630329294736507,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
468,False,"{'a': 0.5, 'e': 0.7419916729534107}",20,15,0.7841662405428786,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
469,False,"{'a': 0.5, 'e': 0.7409382166361579}",20,7,-1.2412377742957597,"{0: 10, 1: 3, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.5, 'e': 0.7398829339806703}",30,11,18.629594365338427,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.5, 'e': 0.7388258275881132}",30,19,18.67258280303117,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.5, 'e': 0.7377669000641477}",25,0,-93.08551382448228,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",1
473,False,"{'a': 0.5, 'e': 0.7367061540189239}",20,0,-63.47844226398354,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
474,False,"{'a': 0.5, 'e': 0.7356435920670741}",30,15,2.3843683722689653,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
475,False,"{'a': 0.5, 'e': 0.7345792168277065}",25,1,-67.46436974851478,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 1}",1
476,False,"{'a': 0.5, 'e': 0.7335130309243993}",30,7,-17.850412016782524,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 0}",1
477,False,"{'a': 0.5, 'e': 0.7324450369851937}",25,8,4.750175581866931,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
478,False,"{'a': 0.5, 'e': 0.7313752376425872}",20,0,-48.86076588292757,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
479,False,"{'a': 0.5, 'e': 0.7303036355335277}",20,0,-14.168174791379117,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
480,False,"{'a': 0.5, 'e': 0.7292302332994068}",30,21,3.619240105576714,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
481,False,"{'a': 0.5, 'e': 0.728155033586053}",25,2,-21.384571262676342,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 0}",1
482,False,"{'a': 0.5, 'e': 0.7270780390437256}",20,0,-56.16436005130783,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
483,False,"{'a': 0.5, 'e': 0.7259992523271079}",20,3,-7.658884450267285,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
484,False,"{'a': 0.5, 'e': 0.7249186760953008}",25,2,17.661156864323214,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
485,False,"{'a': 0.5, 'e': 0.723836313011816}",20,8,18.962552168347784,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.5, 'e': 0.7227521657445696}",25,13,20.854834074396088,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.5, 'e': 0.7216662369658758}",30,7,-24.111654270755636,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 1}",1
488,False,"{'a': 0.5, 'e': 0.72057852935244}",20,0,-100.65770837285798,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
489,False,"{'a': 0.5, 'e': 0.7194890455853521}",20,0,-11.864957885794531,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",1
490,False,"{'a': 0.5, 'e': 0.71839778835008}",25,0,-128.4227570726834,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 2}",0
491,False,"{'a': 0.5, 'e': 0.7173047603364631}",20,8,12.99039139790317,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.5, 'e': 0.7162099642387054}",20,0,-63.91688918815063,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
493,False,"{'a': 0.5, 'e': 0.7151134027553697}",20,0,-31.50901680191995,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
494,False,"{'a': 0.5, 'e': 0.7140150785893696}",25,6,32.349714396377784,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.5, 'e': 0.7129149944479638}",30,0,-17.721634469738053,"{0: 24, 1: 1, 2: 5, 3: 0, 4: 0}",0
496,False,"{'a': 0.5, 'e': 0.7118131530427492}",20,0,4.564077111837005,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
497,False,"{'a': 0.5, 'e': 0.7107095570896539}",25,8,18.635445660361302,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
498,False,"{'a': 0.5, 'e': 0.7096042093089312}",20,1,-56.34983139573518,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 1}",1
499,False,"{'a': 0.5, 'e': 0.7084971124251523}",25,13,11.51120821404092,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
500,False,"{'a': 0.5, 'e': 0.7073882691671998}",25,9,-5.031997685233005,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
501,False,"{'a': 0.5, 'e': 0.7062776822682607}",25,3,5.981282702324893,"{0: 18, 1: 3, 2: 1, 3: 0, 4: 0}",1
502,False,"{'a': 0.5, 'e': 0.7051653544658202}",30,14,12.061860487399276,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
503,False,"{'a': 0.5, 'e': 0.7040512885016543}",20,0,-99.90515910875588,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",1
504,False,"{'a': 0.5, 'e': 0.7029354871218242}",25,0,-49.83281187012387,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
505,False,"{'a': 0.5, 'e': 0.7018179530766676}",30,0,-105.63285660597629,"{0: 25, 1: 0, 2: 1, 3: 1, 4: 3}",0
506,False,"{'a': 0.5, 'e': 0.7006986891207938}",20,3,14.299946358829313,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.5, 'e': 0.699577698013076}",30,21,6.740869305542681,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
508,False,"{'a': 0.5, 'e': 0.6984549825166445}",20,0,-12.341826879821244,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
509,False,"{'a': 0.5, 'e': 0.6973305453988803}",35,3,-33.3076158274153,"{0: 26, 1: 3, 2: 2, 3: 0, 4: 1}",1
510,False,"{'a': 0.5, 'e': 0.6962043894314078}",30,20,-10.116656470699969,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
511,False,"{'a': 0.5, 'e': 0.6950765173900882}",20,0,-42.3795661123211,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
512,False,"{'a': 0.5, 'e': 0.6939469320550129}",20,0,3.893829870541904,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
513,False,"{'a': 0.5, 'e': 0.6928156362104962}",25,15,-5.355285153974022,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
514,False,"{'a': 0.5, 'e': 0.6916826326450685}",30,20,-20.491302317780317,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 0}",1
515,False,"{'a': 0.5, 'e': 0.6905479241514698}",35,11,-3.313865423264704,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 0}",1
516,False,"{'a': 0.5, 'e': 0.6894115135266425}",25,7,15.997929270993588,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.5, 'e': 0.6882734035717245}",25,0,-75.06616487072876,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
518,False,"{'a': 0.5, 'e': 0.6871335970920426}",30,10,-46.93750395218863,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",1
519,False,"{'a': 0.5, 'e': 0.685992096897105}",25,0,11.501532965910462,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
520,False,"{'a': 0.5, 'e': 0.6848489058005953}",35,25,15.190425305001956,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.5, 'e': 0.6837040266203643}",30,12,-20.645991469533367,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
522,False,"{'a': 0.5, 'e': 0.6825574621784243}",35,22,17.803415922048995,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.5, 'e': 0.6814092153009413}",25,0,-65.18884093618475,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
524,False,"{'a': 0.5, 'e': 0.6802592888182286}",25,12,3.758779663018021,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
525,False,"{'a': 0.5, 'e': 0.6791076855647392}",20,0,0.9465756250063435,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
526,False,"{'a': 0.5, 'e': 0.6779544083790596}",30,0,-46.853937079241895,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
527,False,"{'a': 0.5, 'e': 0.676799460103902}",20,9,3.335374893203463,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
528,False,"{'a': 0.5, 'e': 0.6756428435860978}",25,13,-2.0401381450896148,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
529,False,"{'a': 0.5, 'e': 0.6744845616765907}",20,12,1.8527760041514774,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
530,False,"{'a': 0.5, 'e': 0.6733246172304289}",25,0,-47.06864973608613,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
531,False,"{'a': 0.5, 'e': 0.672163013106759}",25,2,-94.9781859348012,"{0: 18, 1: 0, 2: 2, 3: 1, 4: 2}",1
532,False,"{'a': 0.5, 'e': 0.6709997521688185}",25,7,11.434851717804305,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
533,False,"{'a': 0.5, 'e': 0.6698348372839285}",30,14,-22.15492753734627,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
534,False,"{'a': 0.5, 'e': 0.6686682713234873}",20,0,8.41984970846141,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
535,False,"{'a': 0.5, 'e': 0.6675000571629626}",20,0,-17.320637199277837,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
536,False,"{'a': 0.5, 'e': 0.666330197681885}",25,11,0.4197861269871175,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
537,False,"{'a': 0.5, 'e': 0.6651586957638405}",35,17,14.562027026836423,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
538,False,"{'a': 0.5, 'e': 0.6639855542964637}",20,16,7.723269823539265,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.5, 'e': 0.66281077617143}",30,7,-23.07538551151101,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 1}",1
540,False,"{'a': 0.5, 'e': 0.66163436428445}",25,3,14.548801704770495,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
541,False,"{'a': 0.5, 'e': 0.6604563215352603}",25,5,-7.731536762611509,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",1
542,False,"{'a': 0.5, 'e': 0.6592766508276181}",25,15,-31.68772471932986,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
543,False,"{'a': 0.5, 'e': 0.6580953550692932}",30,14,14.481226315211002,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
544,False,"{'a': 0.5, 'e': 0.6569124371720606}",20,0,29.22040028634498,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
